datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201012150351,HMS-FWA,students,2,25,0,23
20201012150351,NGES,students,1,4,0,3
20201012150351,GES,students,1,6,1,5
20201012150351,GMS,students,2,13,0,11
20201012150351,HHS,students,2,16,2,14
20201012150351,HES,students,0,4,2,4
20201012150351,HMS-FWA,staff,3,7,0,4
20201012150351,NGES,staff,0,2,0,2
20201012150351,GES,staff,2,4,0,2
20201012150351,GMS,staff,0,4,0,4
20201012150351,HHS,staff,1,3,0,2
20201012150351,HES,staff,3,4,0,1
