datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210202160717,GMS,staff,1,8,0,7
20210202160717,HHS,staff,0,22,0,22
20210202160717,HES,staff,0,15,0,15
20210202160717,HMS-FWA,staff,1,18,0,17
20210202160717,NGES,staff,0,14,0,14
20210202160717,GES,staff,1,17,0,16
20210202160717,HMS-FWA,students,2,55,0,53
20210202160717,NGES,students,0,21,0,21
20210202160717,GES,students,5,31,0,26
20210202160717,GMS,students,0,35,0,35
20210202160717,HHS,students,6,79,0,73
20210202160717,HES,students,0,24,0,24
