datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201206093038,HHS,students,2,52,0,50
20201206093038,HES,students,1,19,0,18
20201206093038,HMS-FWA,students,2,40,0,38
20201206093038,NGES,students,0,17,0,17
20201206093038,GES,students,3,21,0,18
20201206093038,GMS,students,4,26,0,22
20201206093038,HHS,staff,1,19,0,18
20201206093038,HES,staff,0,12,0,12
20201206093038,HMS-FWA,staff,0,16,0,16
20201206093038,NGES,staff,2,7,0,5
20201206093038,GES,staff,1,12,0,11
20201206093038,GMS,staff,0,5,0,5
