datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201201080539,HHS,students,1,50,0,49
20201201080539,HES,students,2,17,0,15
20201201080539,HMS-FWA,students,1,38,0,37
20201201080539,NGES,students,0,17,0,17
20201201080539,GES,students,0,18,0,18
20201201080539,GMS,students,2,23,0,21
20201201080539,GES,staff,0,11,0,11
20201201080539,GMS,staff,1,5,0,4
20201201080539,HHS,staff,1,18,0,17
20201201080539,HES,staff,0,12,0,12
20201201080539,HMS-FWA,staff,0,16,0,16
20201201080539,NGES,staff,1,6,0,5
