datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201218090222,HHS,students,4,59,0,55
20201218090222,HES,students,0,20,0,20
20201218090222,HMS-FWA,students,6,47,0,41
20201218090222,NGES,students,2,19,0,17
20201218090222,GES,students,1,22,0,21
20201218090222,GMS,students,1,27,0,26
20201218090222,NGES,staff,1,11,0,10
20201218090222,GES,staff,0,12,0,12
20201218090222,GMS,staff,0,6,0,6
20201218090222,HHS,staff,1,20,0,19
20201218090222,HES,staff,0,12,0,12
20201218090222,HMS-FWA,staff,0,17,0,17
