datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201007123426,NGES,students,1,4,0,3
20201007123426,GES,students,3,6,1,3
20201007123426,GMS,students,2,12,0,10
20201007123426,HHS,students,3,16,2,13
20201007123426,HES,students,0,4,2,4
20201007123426,HMS-FWA,students,2,24,0,22
20201007123426,HMS-FWA,staff,1,5,0,4
20201007123426,NGES,staff,0,2,0,2
20201007123426,GES,staff,1,3,0,2
20201007123426,GMS,staff,1,4,0,3
20201007123426,HHS,staff,0,2,0,2
20201007123426,HES,staff,1,2,0,1
