datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201109105547,HMS-FWA,students,3,33,0,30
20201109105547,NGES,students,3,10,0,7
20201109105547,GES,students,5,14,0,9
20201109105547,GMS,students,2,20,0,18
20201109105547,HHS,students,10,40,0,30
20201109105547,HES,students,6,12,0,6
20201109105547,HMS-FWA,staff,2,13,0,11
20201109105547,NGES,staff,1,5,0,4
20201109105547,GES,staff,2,10,0,8
20201109105547,GMS,staff,0,4,0,4
20201109105547,HHS,staff,2,12,0,10
20201109105547,HES,staff,3,10,0,7
