datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201110145921,NGES,staff,1,5,0,4
20201110145921,GES,staff,2,10,0,8
20201110145921,GMS,staff,0,4,0,4
20201110145921,HHS,staff,2,13,0,11
20201110145921,HES,staff,2,10,0,8
20201110145921,HMS-FWA,staff,3,15,0,12
20201110145921,HHS,students,9,42,0,33
20201110145921,HES,students,2,12,0,10
20201110145921,HMS-FWA,students,3,36,0,33
20201110145921,NGES,students,3,14,0,11
20201110145921,GES,students,2,14,0,12
20201110145921,GMS,students,0,20,0,20
