datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201221145015,HHS,students,3,60,0,57
20201221145015,HES,students,1,21,0,20
20201221145015,HMS-FWA,students,4,47,0,43
20201221145015,NGES,students,2,19,0,17
20201221145015,GES,students,1,22,0,21
20201221145015,GMS,students,1,27,0,26
20201221145015,HHS,staff,0,20,0,20
20201221145015,HES,staff,1,13,0,12
20201221145015,HMS-FWA,staff,0,17,0,17
20201221145015,NGES,staff,1,11,0,10
20201221145015,GES,staff,0,12,0,12
20201221145015,GMS,staff,1,7,0,6
