datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210325152025,HES,students,0,29,0,29
20210325152025,HMS-FWA,students,0,60,0,60
20210325152025,NGES,students,1,24,0,23
20210325152025,GES,students,0,40,0,40
20210325152025,GMS,students,0,45,0,45
20210325152025,HHS,students,0,84,0,84
20210325152025,HES,staff,0,17,0,17
20210325152025,HMS-FWA,staff,0,19,0,19
20210325152025,NGES,staff,0,14,0,14
20210325152025,GES,staff,0,18,0,18
20210325152025,GMS,staff,0,10,0,10
20210325152025,HHS,staff,0,22,0,22
