datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201123143101,HHS,students,4,48,0,44
20201123143101,HES,students,0,14,0,14
20201123143101,HMS-FWA,students,0,36,0,36
20201123143101,NGES,students,1,17,0,16
20201123143101,GES,students,0,18,0,16
20201123143101,GMS,students,1,21,0,20
20201123143101,HHS,staff,2,17,0,15
20201123143101,HES,staff,2,12,0,10
20201123143101,HMS-FWA,staff,1,16,0,15
20201123143101,NGES,staff,0,5,0,5
20201123143101,GES,staff,1,11,0,10
20201123143101,GMS,staff,0,4,0,4
