datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210222160123,NGES,students,0,21,0,21
20210222160123,GES,students,4,36,0,32
20210222160123,GMS,students,2,40,0,38
20210222160123,HHS,students,1,81,0,80
20210222160123,HES,students,0,28,0,28
20210222160123,HMS-FWA,students,0,60,0,60
20210222160123,NGES,staff,0,14,0,14
20210222160123,GES,staff,0,17,0,17
20210222160123,GMS,staff,0,10,0,10
20210222160123,HHS,staff,0,22,0,22
20210222160123,HES,staff,0,15,0,15
20210222160123,HMS-FWA,staff,0,19,0,19
