datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210910120002,GMS,students,3,3,0,0
20210910120002,HHS,students,10,11,0,1
20210910120002,HES,students,2,2,0,0
20210910120002,HMS-FWA,students,6,7,0,1
20210910120002,NGES,students,4,4,0,0
20210910120002,GES,students,0,0,0,0
20210910120002,HHS,staff,1,1,0,0
20210910120002,HES,staff,0,0,0,0
20210910120002,HMS-FWA,staff,0,0,0,0
20210910120002,NGES,staff,0,0,0,0
20210910120002,GES,staff,0,2,0,2
20210910120002,GMS,staff,0,0,0,0
