datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210129092108,GMS,students,0,35,0,35
20210129092108,HHS,students,6,79,0,73
20210129092108,HES,students,1,24,0,23
20210129092108,HMS-FWA,students,1,53,0,52
20210129092108,NGES,students,0,21,0,21
20210129092108,GES,students,1,27,0,26
20210129092108,GMS,staff,1,8,0,7
20210129092108,HHS,staff,0,22,0,22
20210129092108,HES,staff,0,15,0,15
20210129092108,HMS-FWA,staff,1,18,0,17
20210129092108,NGES,staff,0,14,0,14
20210129092108,GES,staff,0,16,0,16
