datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201022112612,GMS,students,2,16,0,14
20201022112612,HHS,students,2,21,2,19
20201022112612,HES,students,1,5,2,4
20201022112612,HMS-FWA,students,3,28,0,25
20201022112612,NGES,students,1,5,0,4
20201022112612,GES,students,1,7,1,6
20201022112612,NGES,staff,1,3,0,2
20201022112612,GES,staff,2,6,0,4
20201022112612,GMS,staff,0,4,0,4
20201022112612,HHS,staff,1,6,0,5
20201022112612,HES,staff,1,5,0,4
20201022112612,HMS-FWA,staff,0,9,0,9
