datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210216160442,HHS,students,1,81,0,80
20210216160442,HES,students,1,28,0,27
20210216160442,HMS-FWA,students,1,60,0,59
20210216160442,NGES,students,0,21,0,21
20210216160442,GES,students,2,33,0,31
20210216160442,GMS,students,1,38,0,37
20210216160442,HES,staff,0,15,0,15
20210216160442,HMS-FWA,staff,0,19,0,19
20210216160442,NGES,staff,0,14,0,14
20210216160442,GES,staff,0,17,0,17
20210216160442,GMS,staff,0,10,0,10
20210216160442,HHS,staff,0,22,0,22
