datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201203102833,NGES,staff,2,7,0,5
20201203102833,GES,staff,0,11,0,11
20201203102833,GMS,staff,1,5,0,4
20201203102833,HHS,staff,1,19,0,18
20201203102833,HES,staff,0,12,0,12
20201203102833,HMS-FWA,staff,0,16,0,16
20201203102833,HHS,students,2,52,0,50
20201203102833,HES,students,2,18,0,16
20201203102833,HMS-FWA,students,2,39,0,37
20201203102833,NGES,students,0,17,0,17
20201203102833,GES,students,0,18,0,18
20201203102833,GMS,students,2,24,0,22
