datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201217151348,HES,staff,0,12,0,12
20201217151348,HMS-FWA,staff,0,17,0,17
20201217151348,NGES,staff,1,11,0,10
20201217151348,GES,staff,0,12,0,12
20201217151348,GMS,staff,0,6,0,6
20201217151348,HHS,staff,1,20,0,19
20201217151348,HHS,students,4,59,0,55
20201217151348,HES,students,0,20,0,20
20201217151348,HMS-FWA,students,6,47,0,41
20201217151348,NGES,students,2,19,0,17
20201217151348,GES,students,1,22,0,21
20201217151348,GMS,students,1,27,0,26
