datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210118145014,GMS,students,3,35,0,32
20210118145014,HHS,students,8,73,0,65
20210118145014,HES,students,0,23,0,23
20210118145014,HMS-FWA,students,1,52,0,51
20210118145014,NGES,students,0,21,0,21
20210118145014,GES,students,2,26,0,24
20210118145014,GMS,staff,0,7,0,7
20210118145014,HHS,staff,0,21,0,21
20210118145014,HES,staff,0,15,0,15
20210118145014,HMS-FWA,staff,0,17,0,17
20210118145014,NGES,staff,0,14,0,14
20210118145014,GES,staff,2,15,0,13
