datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201120213338,GES,students,2,18,0,16
20201120213338,GMS,students,1,21,0,20
20201120213338,HHS,students,4,48,0,44
20201120213338,HES,students,0,14,0,14
20201120213338,HMS-FWA,students,0,36,0,36
20201120213338,NGES,students,1,16,0,15
20201120213338,GMS,staff,0,4,0,4
20201120213338,HHS,staff,2,17,0,15
20201120213338,HES,staff,2,12,0,10
20201120213338,HMS-FWA,staff,1,16,0,15
20201120213338,NGES,staff,0,5,0,5
20201120213338,GES,staff,1,11,0,10
