datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210107082602,GMS,students,3,31,0,28
20210107082602,HHS,students,1,65,0,64
20210107082602,HES,students,1,23,0,22
20210107082602,HMS-FWA,students,2,50,0,48
20210107082602,NGES,students,2,21,0,19
20210107082602,GES,students,1,23,0,22
20210107082602,GMS,staff,0,7,0,7
20210107082602,HHS,staff,0,21,0,21
20210107082602,HES,staff,2,15,0,13
20210107082602,HMS-FWA,staff,0,17,0,17
20210107082602,NGES,staff,2,13,0,11
20210107082602,GES,staff,0,12,0,12
