datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201203130737,HMS-FWA,students,2,39,0,37
20201203130737,NGES,students,0,17,0,17
20201203130737,GES,students,1,19,0,18
20201203130737,GMS,students,2,24,0,22
20201203130737,HHS,students,2,52,0,50
20201203130737,HES,students,2,18,0,16
20201203130737,HHS,staff,1,19,0,18
20201203130737,HES,staff,0,12,0,12
20201203130737,HMS-FWA,staff,0,16,0,16
20201203130737,NGES,staff,2,7,0,5
20201203130737,GES,staff,1,12,0,11
20201203130737,GMS,staff,1,5,0,4
