datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210114130150,GES,students,3,26,0,23
20210114130150,GMS,students,4,35,0,31
20210114130150,HHS,students,6,71,0,65
20210114130150,HES,students,0,23,0,23
20210114130150,HMS-FWA,students,1,51,0,50
20210114130150,NGES,students,0,21,0,21
20210114130150,HES,staff,0,15,0,15
20210114130150,HMS-FWA,staff,0,17,0,17
20210114130150,NGES,staff,0,14,0,14
20210114130150,GES,staff,2,14,0,12
20210114130150,GMS,staff,0,7,0,7
20210114130150,HHS,staff,0,21,0,21
