datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210907102338,HES,staff,0,0,0,0
20210907102338,HMS-FWA,staff,0,0,0,0
20210907102338,NGES,staff,0,0,0,0
20210907102338,GES,staff,0,2,0,2
20210907102338,GMS,staff,0,0,0,0
20210907102338,HHS,staff,1,1,0,0
20210907102338,HMS-FWA,students,2,2,0,0
20210907102338,NGES,students,2,2,0,0
20210907102338,GES,students,0,0,0,0
20210907102338,GMS,students,1,1,0,0
20210907102338,HHS,students,0,1,0,1
20210907102338,HES,students,1,1,0,0
