datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201214094449,HHS,students,3,56,0,53
20201214094449,HES,students,2,20,0,18
20201214094449,HMS-FWA,students,2,42,0,40
20201214094449,NGES,students,1,18,0,17
20201214094449,GES,students,1,21,0,20
20201214094449,GMS,students,3,27,0,24
20201214094449,GES,staff,0,12,0,12
20201214094449,GMS,staff,0,6,0,6
20201214094449,HHS,staff,0,19,0,19
20201214094449,HES,staff,0,12,0,12
20201214094449,HMS-FWA,staff,1,17,0,16
20201214094449,NGES,staff,3,10,0,7
