datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210101084003,HES,students,1,21,0,20
20210101084003,HMS-FWA,students,0,47,0,47
20210101084003,NGES,students,1,19,0,18
20210101084003,GES,students,0,22,0,22
20210101084003,GMS,students,0,27,0,27
20210101084003,HHS,students,2,59,0,57
20210101084003,GES,staff,0,12,0,12
20210101084003,GMS,staff,1,7,0,6
20210101084003,HHS,staff,0,20,0,20
20210101084003,HES,staff,1,13,0,12
20210101084003,HMS-FWA,staff,0,17,0,17
20210101084003,NGES,staff,0,11,0,11
