datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201216105254,NGES,students,2,19,0,17
20201216105254,GES,students,0,21,0,21
20201216105254,GMS,students,1,27,0,26
20201216105254,HHS,students,5,58,0,53
20201216105254,HES,students,1,20,0,19
20201216105254,HMS-FWA,students,5,46,0,41
20201216105254,NGES,staff,2,11,0,9
20201216105254,GES,staff,0,12,0,12
20201216105254,GMS,staff,0,6,0,6
20201216105254,HHS,staff,1,20,0,19
20201216105254,HES,staff,0,12,0,12
20201216105254,HMS-FWA,staff,0,17,0,17
