datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210104121924,HMS-FWA,students,0,48,0,48
20210104121924,NGES,students,2,21,0,19
20210104121924,GES,students,0,22,0,22
20210104121924,GMS,students,2,30,0,28
20210104121924,HHS,students,0,62,0,62
20210104121924,HES,students,0,22,0,22
20210104121924,GES,staff,0,12,0,12
20210104121924,GMS,staff,0,7,0,7
20210104121924,HHS,staff,0,20,0,20
20210104121924,HES,staff,1,13,0,12
20210104121924,HMS-FWA,staff,0,17,0,17
20210104121924,NGES,staff,0,11,0,11
