datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210303195850,GMS,students,2,43,0,41
20210303195850,HHS,students,1,82,0,81
20210303195850,HES,students,1,29,0,28
20210303195850,HMS-FWA,students,0,60,0,60
20210303195850,NGES,students,1,22,0,21
20210303195850,GES,students,2,39,0,37
20210303195850,HHS,staff,0,22,0,22
20210303195850,HES,staff,2,17,0,15
20210303195850,HMS-FWA,staff,0,19,0,19
20210303195850,NGES,staff,0,14,0,14
20210303195850,GES,staff,0,17,0,17
20210303195850,GMS,staff,0,10,0,10
