datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201023083256,HHS,students,3,22,2,19
20201023083256,HES,students,1,5,2,4
20201023083256,HMS-FWA,students,0,27,0,27
20201023083256,NGES,students,1,5,0,4
20201023083256,GES,students,1,7,1,6
20201023083256,GMS,students,0,17,0,17
20201023083256,HHS,staff,1,6,0,5
20201023083256,HES,staff,1,5,0,4
20201023083256,HMS-FWA,staff,0,9,0,9
20201023083256,NGES,staff,1,3,0,2
20201023083256,GES,staff,2,6,0,4
20201023083256,GMS,staff,0,4,0,4
