datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201201150109,GMS,students,1,23,0,22
20201201150109,HHS,students,0,50,0,50
20201201150109,HES,students,2,18,0,16
20201201150109,HMS-FWA,students,2,39,0,37
20201201150109,NGES,students,0,17,0,17
20201201150109,GES,students,0,18,0,18
20201201150109,HMS-FWA,staff,0,16,0,16
20201201150109,NGES,staff,2,7,0,5
20201201150109,GES,staff,0,11,0,11
20201201150109,GMS,staff,1,5,0,4
20201201150109,HHS,staff,0,18,0,18
20201201150109,HES,staff,0,12,0,12
