datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210217163548,HHS,students,1,81,0,80
20210217163548,HES,students,1,28,0,27
20210217163548,HMS-FWA,students,0,60,0,60
20210217163548,NGES,students,0,21,0,21
20210217163548,GES,students,4,35,0,31
20210217163548,GMS,students,1,38,0,37
20210217163548,HHS,staff,0,22,0,22
20210217163548,HES,staff,0,15,0,15
20210217163548,HMS-FWA,staff,0,19,0,19
20210217163548,NGES,staff,0,14,0,14
20210217163548,GES,staff,0,17,0,17
20210217163548,GMS,staff,0,10,0,10
