datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201016111959,GES,students,0,6,1,6
20201016111959,GMS,students,2,15,0,13
20201016111959,HHS,students,3,20,2,17
20201016111959,HES,students,0,4,2,4
20201016111959,HMS-FWA,students,2,27,0,25
20201016111959,NGES,students,1,5,0,4
20201016111959,GMS,staff,0,4,0,4
20201016111959,HHS,staff,2,4,0,2
20201016111959,HES,staff,1,4,0,3
20201016111959,HMS-FWA,staff,4,9,0,5
20201016111959,NGES,staff,0,2,0,2
20201016111959,GES,staff,0,4,0,4
