datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201118134754,HMS-FWA,students,0,36,0,36
20201118134754,NGES,students,1,16,0,15
20201118134754,GES,students,3,18,0,15
20201118134754,GMS,students,0,20,0,20
20201118134754,HHS,students,5,47,0,42
20201118134754,HES,students,1,14,0,13
20201118134754,GES,staff,1,11,0,10
20201118134754,GMS,staff,0,4,0,4
20201118134754,HHS,staff,4,17,0,13
20201118134754,HES,staff,2,12,0,10
20201118134754,HMS-FWA,staff,1,16,0,15
20201118134754,NGES,staff,0,5,0,5
