datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210121121920,HES,students,0,23,0,23
20210121121920,HMS-FWA,students,1,52,0,51
20210121121920,NGES,students,0,21,0,21
20210121121920,GES,students,1,26,0,25
20210121121920,GMS,students,3,35,0,32
20210121121920,HHS,students,4,73,0,69
20210121121920,GMS,staff,0,7,0,7
20210121121920,HHS,staff,1,22,0,21
20210121121920,HES,staff,0,15,0,15
20210121121920,HMS-FWA,staff,0,17,0,17
20210121121920,NGES,staff,0,14,0,14
20210121121920,GES,staff,3,16,0,13
