datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210403100444,HES,students,0,29,0,29
20210403100444,HMS-FWA,students,0,60,0,60
20210403100444,NGES,students,1,24,0,23
20210403100444,GES,students,0,40,0,40
20210403100444,GMS,students,0,45,0,45
20210403100444,HHS,students,0,84,0,84
20210403100444,HHS,staff,0,22,0,22
20210403100444,HES,staff,0,17,0,17
20210403100444,HMS-FWA,staff,0,19,0,19
20210403100444,NGES,staff,0,14,0,14
20210403100444,GES,staff,0,18,0,18
20210403100444,GMS,staff,0,10,0,10
