datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210414180002,GES,students,0,40,0,40
20210414180002,GMS,students,1,46,0,45
20210414180002,HHS,students,7,93,0,86
20210414180002,HES,students,0,29,0,29
20210414180002,HMS-FWA,students,0,60,0,60
20210414180002,NGES,students,1,25,0,24
20210414180002,HHS,staff,0,23,0,23
20210414180002,HES,staff,0,18,0,18
20210414180002,HMS-FWA,staff,0,19,0,19
20210414180002,NGES,staff,0,14,0,14
20210414180002,GES,staff,0,18,0,18
20210414180002,GMS,staff,0,10,0,10
