datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210212165518,HHS,students,0,80,0,80
20210212165518,HES,students,3,28,0,25
20210212165518,HMS-FWA,students,4,60,0,56
20210212165518,NGES,students,0,21,0,21
20210212165518,GES,students,1,32,0,31
20210212165518,GMS,students,3,38,0,35
20210212165518,HMS-FWA,staff,1,19,0,18
20210212165518,NGES,staff,0,14,0,14
20210212165518,GES,staff,0,17,0,17
20210212165518,GMS,staff,1,10,0,9
20210212165518,HHS,staff,0,22,0,22
20210212165518,HES,staff,0,15,0,15
