datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210316181035,NGES,students,0,22,0,22
20210316181035,GES,students,0,40,0,40
20210316181035,GMS,students,1,45,0,44
20210316181035,HHS,students,2,84,0,82
20210316181035,HES,students,0,29,0,29
20210316181035,HMS-FWA,students,0,60,0,60
20210316181035,NGES,staff,0,14,0,14
20210316181035,GES,staff,1,18,0,17
20210316181035,GMS,staff,0,10,0,10
20210316181035,HHS,staff,0,22,0,22
20210316181035,HES,staff,0,17,0,17
20210316181035,HMS-FWA,staff,0,19,0,19
