datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201124115057,HHS,students,1,49,0,48
20201124115057,HES,students,1,15,0,14
20201124115057,HMS-FWA,students,1,37,0,36
20201124115057,NGES,students,1,17,0,16
20201124115057,GES,students,0,18,0,18
20201124115057,GMS,students,1,21,0,20
20201124115057,HHS,staff,1,17,0,16
20201124115057,HES,staff,0,12,0,12
20201124115057,HMS-FWA,staff,1,16,0,15
20201124115057,NGES,staff,0,5,0,5
20201124115057,GES,staff,1,11,0,10
20201124115057,GMS,staff,0,4,0,4
