datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210907180003,HHS,students,2,3,0,1
20210907180003,HES,students,2,2,0,0
20210907180003,HMS-FWA,students,1,2,0,1
20210907180003,NGES,students,2,2,0,0
20210907180003,GES,students,0,0,0,0
20210907180003,GMS,students,1,1,0,0
20210907180003,GES,staff,0,2,0,2
20210907180003,GMS,staff,0,0,0,0
20210907180003,HHS,staff,1,1,0,0
20210907180003,HES,staff,0,0,0,0
20210907180003,HMS-FWA,staff,0,0,0,0
20210907180003,NGES,staff,0,0,0,0
