datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201106162520,HHS,students,10,40,0,30
20201106162520,HES,students,6,12,0,6
20201106162520,HMS-FWA,students,3,33,0,30
20201106162520,NGES,students,3,10,0,7
20201106162520,GES,students,5,14,0,9
20201106162520,GMS,students,2,20,0,18
20201106162520,HES,staff,2,8,0,6
20201106162520,HMS-FWA,staff,3,13,0,10
20201106162520,NGES,staff,2,5,0,3
20201106162520,GES,staff,3,9,0,6
20201106162520,GMS,staff,0,4,0,4
20201106162520,HHS,staff,3,10,0,7
