datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201228104750,HHS,students,2,59,0,57
20201228104750,HES,students,1,21,0,20
20201228104750,HMS-FWA,students,0,47,0,47
20201228104750,NGES,students,1,19,0,18
20201228104750,GES,students,0,22,0,22
20201228104750,GMS,students,0,27,0,27
20201228104750,HHS,staff,0,20,0,20
20201228104750,HES,staff,1,13,0,12
20201228104750,HMS-FWA,staff,0,17,0,17
20201228104750,NGES,staff,0,11,0,11
20201228104750,GES,staff,0,12,0,12
20201228104750,GMS,staff,1,7,0,6
