datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201117143047,HHS,students,5,47,0,42
20201117143047,HES,students,1,14,0,13
20201117143047,HMS-FWA,students,0,36,0,36
20201117143047,NGES,students,2,16,0,14
20201117143047,GES,students,4,18,0,14
20201117143047,GMS,students,0,20,0,20
20201117143047,HHS,staff,4,17,0,13
20201117143047,HES,staff,2,12,0,10
20201117143047,HMS-FWA,staff,3,16,0,13
20201117143047,NGES,staff,0,5,0,5
20201117143047,GES,staff,1,11,0,10
20201117143047,GMS,staff,0,4,0,4
