datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210212070656,HMS-FWA,students,3,59,0,56
20210212070656,NGES,students,0,21,0,21
20210212070656,GES,students,1,32,0,31
20210212070656,GMS,students,3,38,0,35
20210212070656,HHS,students,1,80,0,79
20210212070656,HES,students,3,27,0,24
20210212070656,HMS-FWA,staff,1,19,0,18
20210212070656,NGES,staff,0,14,0,14
20210212070656,GES,staff,0,17,0,17
20210212070656,GMS,staff,1,10,0,9
20210212070656,HHS,staff,0,22,0,22
20210212070656,HES,staff,0,15,0,15
