datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210215161734,HES,students,3,28,0,25
20210215161734,HMS-FWA,students,4,60,0,56
20210215161734,NGES,students,0,21,0,21
20210215161734,GES,students,1,32,0,31
20210215161734,GMS,students,1,38,0,37
20210215161734,HHS,students,0,80,0,80
20210215161734,HMS-FWA,staff,0,19,0,19
20210215161734,NGES,staff,0,14,0,14
20210215161734,GES,staff,0,17,0,17
20210215161734,GMS,staff,0,10,0,10
20210215161734,HHS,staff,0,22,0,22
20210215161734,HES,staff,0,15,0,15
