datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210527180002,HMS-FWA,staff,0,19,0,19
20210527180002,NGES,staff,0,14,0,14
20210527180002,GES,staff,0,18,0,18
20210527180002,GMS,staff,0,10,0,10
20210527180002,HHS,staff,0,23,0,23
20210527180002,HES,staff,0,18,0,18
20210527180002,GES,students,1,41,0,40
20210527180002,GMS,students,1,47,0,46
20210527180002,HHS,students,1,95,0,94
20210527180002,HES,students,0,30,0,30
20210527180002,HMS-FWA,students,0,61,0,61
20210527180002,NGES,students,0,28,0,28
