datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210118113227,HHS,students,7,72,0,65
20210118113227,HES,students,0,23,0,23
20210118113227,HMS-FWA,students,0,51,0,51
20210118113227,NGES,students,0,21,0,21
20210118113227,GES,students,3,26,0,23
20210118113227,GMS,students,4,35,0,31
20210118113227,HHS,staff,0,21,0,21
20210118113227,HES,staff,0,15,0,15
20210118113227,HMS-FWA,staff,0,17,0,17
20210118113227,NGES,staff,0,14,0,14
20210118113227,GES,staff,2,14,0,12
20210118113227,GMS,staff,0,7,0,7
