datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201204103531,NGES,students,0,17,0,17
20201204103531,GES,students,1,19,0,18
20201204103531,GMS,students,2,24,0,22
20201204103531,HHS,students,2,52,0,50
20201204103531,HES,students,2,18,0,16
20201204103531,HMS-FWA,students,3,40,0,37
20201204103531,GES,staff,1,12,0,11
20201204103531,GMS,staff,0,5,0,5
20201204103531,HHS,staff,1,19,0,18
20201204103531,HES,staff,0,12,0,12
20201204103531,HMS-FWA,staff,0,16,0,16
20201204103531,NGES,staff,2,7,0,5
