datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210604180001,GMS,students,0,47,0,47
20210604180001,HHS,students,0,96,0,96
20210604180001,HES,students,2,32,0,30
20210604180001,HMS-FWA,students,0,61,0,61
20210604180001,NGES,students,0,28,0,28
20210604180001,GES,students,0,41,0,41
20210604180001,GES,staff,0,18,0,18
20210604180001,GMS,staff,0,10,0,10
20210604180001,HHS,staff,0,23,0,23
20210604180001,HES,staff,0,18,0,18
20210604180001,HMS-FWA,staff,0,19,0,19
20210604180001,NGES,staff,0,14,0,14
