datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201008080600,HHS,students,3,16,2,13
20201008080600,HES,students,0,4,2,4
20201008080600,HMS-FWA,students,2,24,0,22
20201008080600,NGES,students,1,4,0,3
20201008080600,GES,students,2,6,1,4
20201008080600,GMS,students,2,13,0,11
20201008080600,HES,staff,2,3,0,1
20201008080600,HMS-FWA,staff,1,5,0,4
20201008080600,NGES,staff,0,2,0,2
20201008080600,GES,staff,2,4,0,2
20201008080600,GMS,staff,1,4,0,3
20201008080600,HHS,staff,0,2,0,2
