datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210304215130,HMS-FWA,students,0,60,0,60
20210304215130,NGES,students,1,22,0,21
20210304215130,GES,students,2,39,0,37
20210304215130,GMS,students,2,43,0,41
20210304215130,HHS,students,0,82,0,82
20210304215130,HES,students,0,29,0,29
20210304215130,GMS,staff,0,10,0,10
20210304215130,HHS,staff,0,22,0,22
20210304215130,HES,staff,2,17,0,15
20210304215130,HMS-FWA,staff,0,19,0,19
20210304215130,NGES,staff,0,14,0,14
20210304215130,GES,staff,0,17,0,17
