datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201103144653,NGES,students,3,8,0,5
20201103144653,GES,students,2,10,0,8
20201103144653,GMS,students,1,19,0,18
20201103144653,HHS,students,6,33,0,27
20201103144653,HES,students,3,8,0,5
20201103144653,HMS-FWA,students,3,31,0,28
20201103144653,GES,staff,2,8,0,6
20201103144653,GMS,staff,0,4,0,4
20201103144653,HHS,staff,2,9,0,7
20201103144653,HES,staff,1,6,0,5
20201103144653,HMS-FWA,staff,3,12,0,9
20201103144653,NGES,staff,1,4,0,3
