datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201210154111,HHS,students,5,55,0,50
20201210154111,HES,students,2,20,0,18
20201210154111,HMS-FWA,students,2,41,0,39
20201210154111,NGES,students,1,18,0,17
20201210154111,GES,students,2,21,0,19
20201210154111,GMS,students,3,26,0,23
20201210154111,HHS,staff,0,19,0,19
20201210154111,HES,staff,0,12,0,12
20201210154111,HMS-FWA,staff,1,17,0,16
20201210154111,NGES,staff,3,10,0,7
20201210154111,GES,staff,0,12,0,12
20201210154111,GMS,staff,0,6,0,6
