datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210907130827,HHS,students,1,2,0,1
20210907130827,HES,students,1,1,0,0
20210907130827,HMS-FWA,students,1,2,0,1
20210907130827,NGES,students,2,2,0,0
20210907130827,GES,students,0,0,0,0
20210907130827,GMS,students,1,1,0,0
20210907130827,HMS-FWA,staff,0,0,0,0
20210907130827,NGES,staff,0,0,0,0
20210907130827,GES,staff,0,2,0,2
20210907130827,GMS,staff,0,0,0,0
20210907130827,HHS,staff,1,1,0,0
20210907130827,HES,staff,0,0,0,0
