datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210911100002,HHS,students,10,11,0,1
20210911100002,HES,students,3,3,0,0
20210911100002,HMS-FWA,students,8,9,0,1
20210911100002,NGES,students,4,4,0,0
20210911100002,GES,students,1,1,0,0
20210911100002,GMS,students,4,4,0,0
20210911100002,HMS-FWA,staff,0,0,0,0
20210911100002,NGES,staff,0,0,0,0
20210911100002,GES,staff,0,2,0,2
20210911100002,GMS,staff,0,0,0,0
20210911100002,HHS,staff,1,1,0,0
20210911100002,HES,staff,0,0,0,0
