datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201111104305,HHS,students,6,43,0,37
20201111104305,HES,students,2,12,0,10
20201111104305,HMS-FWA,students,3,36,0,33
20201111104305,NGES,students,3,14,0,11
20201111104305,GES,students,2,14,0,12
20201111104305,GMS,students,0,20,0,20
20201111104305,HES,staff,2,10,0,8
20201111104305,HMS-FWA,staff,3,15,0,12
20201111104305,NGES,staff,1,5,0,4
20201111104305,GES,staff,2,10,0,8
20201111104305,GMS,staff,0,4,0,4
20201111104305,HHS,staff,2,13,0,11
