datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201102084816,GES,students,2,9,0,7
20201102084816,GMS,students,1,18,0,17
20201102084816,HHS,students,6,28,0,22
20201102084816,HES,students,0,5,0,5
20201102084816,HMS-FWA,students,2,29,0,27
20201102084816,NGES,students,1,6,0,5
20201102084816,HHS,staff,2,8,0,6
20201102084816,HES,staff,1,6,0,5
20201102084816,HMS-FWA,staff,1,10,0,9
20201102084816,NGES,staff,1,4,0,3
20201102084816,GES,staff,4,8,0,4
20201102084816,GMS,staff,0,4,0,4
