datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210907163303,HHS,students,2,3,0,1
20210907163303,HES,students,2,2,0,0
20210907163303,HMS-FWA,students,1,2,0,1
20210907163303,NGES,students,2,2,0,0
20210907163303,GES,students,0,0,0,0
20210907163303,GMS,students,1,1,0,0
20210907163303,GMS,staff,0,0,0,0
20210907163303,HHS,staff,1,1,0,0
20210907163303,HES,staff,0,0,0,0
20210907163303,HMS-FWA,staff,0,0,0,0
20210907163303,NGES,staff,0,0,0,0
20210907163303,GES,staff,0,2,0,2
