datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201021104718,HMS-FWA,students,3,28,0,25
20201021104718,NGES,students,1,5,0,4
20201021104718,GES,students,0,6,1,6
20201021104718,GMS,students,3,16,0,13
20201021104718,HHS,students,4,21,2,17
20201021104718,HES,students,1,5,2,4
20201021104718,HMS-FWA,staff,0,9,0,9
20201021104718,NGES,staff,0,2,0,2
20201021104718,GES,staff,1,5,0,4
20201021104718,GMS,staff,0,4,0,4
20201021104718,HHS,staff,2,6,0,4
20201021104718,HES,staff,1,4,0,3
