datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201211173549,NGES,students,1,18,0,17
20201211173549,GES,students,1,21,0,20
20201211173549,GMS,students,3,27,0,24
20201211173549,HHS,students,3,56,0,53
20201211173549,HES,students,2,20,0,18
20201211173549,HMS-FWA,students,2,42,0,40
20201211173549,HHS,staff,0,19,0,19
20201211173549,HES,staff,0,12,0,12
20201211173549,HMS-FWA,staff,1,17,0,16
20201211173549,NGES,staff,3,10,0,7
20201211173549,GES,staff,0,12,0,12
20201211173549,GMS,staff,0,6,0,6
