datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210112170023,NGES,students,0,21,0,21
20210112170023,GES,students,2,25,0,23
20210112170023,GMS,students,3,34,0,31
20210112170023,HHS,students,3,68,0,65
20210112170023,HES,students,0,23,0,23
20210112170023,HMS-FWA,students,2,51,0,49
20210112170023,NGES,staff,1,14,0,13
20210112170023,GES,staff,1,13,0,12
20210112170023,GMS,staff,0,7,0,7
20210112170023,HHS,staff,0,21,0,21
20210112170023,HES,staff,0,15,0,15
20210112170023,HMS-FWA,staff,0,17,0,17
