datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20210223162552,HHS,students,0,81,0,81
20210223162552,HES,students,0,28,0,28
20210223162552,HMS-FWA,students,0,60,0,60
20210223162552,NGES,students,0,21,0,21
20210223162552,GES,students,4,36,0,32
20210223162552,GMS,students,2,40,0,38
20210223162552,HHS,staff,0,22,0,22
20210223162552,HES,staff,0,15,0,15
20210223162552,HMS-FWA,staff,0,19,0,19
20210223162552,NGES,staff,0,14,0,14
20210223162552,GES,staff,0,17,0,17
20210223162552,GMS,staff,0,10,0,10
