datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201110115413,HHS,students,9,42,0,33
20201110115413,HES,students,4,12,0,8
20201110115413,HMS-FWA,students,5,36,0,31
20201110115413,NGES,students,2,13,0,11
20201110115413,GES,students,2,14,0,12
20201110115413,GMS,students,1,20,0,19
20201110115413,HMS-FWA,staff,2,13,0,11
20201110115413,NGES,staff,1,5,0,4
20201110115413,GES,staff,2,10,0,8
20201110115413,GMS,staff,0,4,0,4
20201110115413,HHS,staff,2,12,0,10
20201110115413,HES,staff,3,10,0,7
